soc,name,group,employment,projected,growth,change,exits,transfers,annualChange,openings,education,wage,onet,geography,employment_base_year,projection_year,wage_year,retrieved,source_url
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except T",Sales,24956.0,24637.0,-1.28,-319.0,843.0,1318.0,-32.0,2129.0,High school diploma or equivalent,93750.0,41-4012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
41-9011,Demonstrators and Product Promoters,Sales,1025.0,1013.0,-1.17,-12.0,106.0,74.0,-1.0,179.0,No formal educational credential,51220.0,41-9011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
41-9031,Sales Engineers,Sales,3148.0,3103.0,-1.43,-45.0,74.0,175.0,-4.0,245.0,Bachelor's degree,135380.0,41-9031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
41-9041,Telemarketers,Sales,452.0,372.0,-17.7,-80.0,21.0,34.0,-8.0,47.0,No formal educational credential,45740.0,41-9041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
41-9099,"Sales and Related Workers, All Other",Sales,1685.0,1739.0,3.2,54.0,91.0,122.0,5.0,218.0,High school diploma or equivalent,59720.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-1011,First-Line Supervisors of Office and Administrative Support ,Office & administration,39941.0,39185.0,-1.89,-756.0,1602.0,2082.0,-76.0,3608.0,High school diploma or equivalent,79530.0,43-1011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-2011,"Switchboard Operators, Including Answering Service",Office & administration,1023.0,740.0,-27.66,-283.0,51.0,52.0,-28.0,75.0,High school diploma or equivalent,45190.0,43-2011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-3011,Bill and Account Collectors,Office & administration,2338.0,2086.0,-10.78,-252.0,100.0,116.0,-25.0,191.0,High school diploma or equivalent,59710.0,43-3011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-3021,Billing and Posting Clerks,Office & administration,8370.0,8162.0,-2.49,-208.0,373.0,444.0,-21.0,796.0,High school diploma or equivalent,57160.0,43-3021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Office & administration,32564.0,30346.0,-6.81,-2218.0,2023.0,1579.0,-222.0,3380.0,"Some college, no degree",60460.0,43-3031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-3051,Payroll and Timekeeping Clerks,Office & administration,3456.0,2872.0,-16.9,-584.0,172.0,165.0,-58.0,279.0,High school diploma or equivalent,66810.0,43-3051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-3071,Tellers,Office & administration,6889.0,5570.0,-19.15,-1319.0,309.0,348.0,-132.0,525.0,High school diploma or equivalent,46850.0,43-3071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-3099,"Financial Clerks, All Other",Office & administration,686.0,671.0,-2.19,-15.0,26.0,42.0,-2.0,66.0,High school diploma or equivalent,60830.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4011,Brokerage Clerks,Office & administration,946.0,827.0,-12.58,-119.0,51.0,52.0,-12.0,91.0,High school diploma or equivalent,70350.0,43-4011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4031,"Court, Municipal, and License Clerks",Office & administration,2771.0,2927.0,5.63,156.0,132.0,147.0,16.0,295.0,High school diploma or equivalent,64540.0,43-4031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4041,"Credit Authorizers, Checkers, and Clerks",Office & administration,172.0,159.0,-7.56,-13.0,7.0,8.0,-1.0,14.0,High school diploma or equivalent,60740.0,43-4041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4051,Customer Service Representatives,Office & administration,55046.0,51435.0,-6.56,-3611.0,2999.0,3947.0,-361.0,6585.0,High school diploma or equivalent,52750.0,43-4051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4061,"Eligibility Interviewers, Government Programs",Office & administration,1846.0,1921.0,4.06,75.0,71.0,84.0,8.0,163.0,High school diploma or equivalent,63090.0,43-4061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4071,File Clerks,Office & administration,820.0,729.0,-11.1,-91.0,42.0,44.0,-9.0,77.0,High school diploma or equivalent,51290.0,43-4071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4081,"Hotel, Motel, and Resort Desk Clerks",Office & administration,4137.0,4339.0,4.88,202.0,276.0,396.0,20.0,692.0,High school diploma or equivalent,42190.0,43-4081.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4111,"Interviewers, Except Eligibility and Loan",Office & administration,3052.0,2625.0,-13.99,-427.0,155.0,171.0,-43.0,283.0,High school diploma or equivalent,53790.0,43-4111.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4121,"Library Assistants, Clerical",Office & administration,2729.0,2553.0,-6.45,-176.0,232.0,201.0,-18.0,415.0,High school diploma or equivalent,44860.0,43-4121.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4131,Loan Interviewers and Clerks,Office & administration,2705.0,2447.0,-9.54,-258.0,82.0,120.0,-26.0,176.0,High school diploma or equivalent,56810.0,43-4131.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4151,Order Clerks,Office & administration,1233.0,1045.0,-15.25,-188.0,58.0,75.0,-19.0,114.0,"Some college, no degree",56920.0,43-4151.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Office & administration,961.0,904.0,-5.93,-57.0,40.0,58.0,-6.0,92.0,Associate's degree,56100.0,43-4161.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4171,Receptionists and Information Clerks,Office & administration,22421.0,22029.0,-1.75,-392.0,1348.0,1486.0,-39.0,2795.0,High school diploma or equivalent,43950.0,43-4171.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4181,Reservation and Transportation Ticket Agents and Travel Cler,Office & administration,1241.0,1291.0,4.03,50.0,57.0,76.0,5.0,138.0,High school diploma or equivalent,48060.0,43-4181.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-4199,"Information and Record Clerks, All Other",Office & administration,1243.0,1271.0,2.25,28.0,73.0,74.0,3.0,150.0,High school diploma or equivalent,47620.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5011,Cargo and Freight Agents,Office & administration,642.0,719.0,11.99,77.0,18.0,33.0,8.0,59.0,High school diploma or equivalent,61210.0,43-5011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5021,Couriers and Messengers,Office & administration,4009.0,4547.0,13.42,538.0,201.0,230.0,54.0,485.0,High school diploma or equivalent,44040.0,43-5021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5031,Public Safety Telecommunicators,Office & administration,2996.0,3120.0,4.14,124.0,133.0,163.0,12.0,308.0,High school diploma or equivalent,62680.0,43-5031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Office & administration,2841.0,2911.0,2.46,70.0,100.0,147.0,7.0,254.0,High school diploma or equivalent,60350.0,43-5032.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5041,"Meter Readers, Utilities",Office & administration,390.0,361.0,-7.44,-29.0,15.0,16.0,-3.0,28.0,High school diploma or equivalent,61110.0,43-5041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5051,Postal Service Clerks,Office & administration,2945.0,2923.0,-0.75,-22.0,148.0,110.0,-2.0,256.0,No formal educational credential,63550.0,43-5051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5052,Postal Service Mail Carriers,Office & administration,11980.0,11893.0,-0.73,-87.0,407.0,421.0,-9.0,819.0,No formal educational credential,64500.0,43-5052.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5053,"Postal Service Mail Sorters, Processors, and Processing Mach",Office & administration,4341.0,4099.0,-5.57,-242.0,191.0,168.0,-24.0,335.0,No formal educational credential,60320.0,43-5053.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5061,"Production, Planning, and Expediting Clerks",Office & administration,6265.0,6200.0,-1.04,-65.0,208.0,355.0,-6.0,557.0,High school diploma or equivalent,61670.0,43-5061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5071,"Shipping, Receiving, and Inventory Clerks",Office & administration,15785.0,15215.0,-3.61,-570.0,576.0,844.0,-57.0,1363.0,High school diploma or equivalent,52560.0,43-5071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office & administration,892.0,973.0,9.08,81.0,47.0,59.0,8.0,114.0,High school diploma or equivalent,49120.0,43-5111.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-6011,Executive Secretaries and Executive Administrative Assistant,Office & administration,16809.0,16428.0,-2.27,-381.0,759.0,932.0,-38.0,1653.0,High school diploma or equivalent,87060.0,43-6011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-6012,Legal Secretaries and Administrative Assistants,Office & administration,3979.0,3542.0,-10.98,-437.0,312.0,196.0,-44.0,464.0,High school diploma or equivalent,66460.0,43-6012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-6013,Medical Secretaries and Administrative Assistants,Office & administration,22402.0,22452.0,0.22,50.0,1026.0,1103.0,5.0,2134.0,High school diploma or equivalent,52910.0,43-6013.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-6014,"Secretaries and Administrative Assistants, Except Legal, Med",Office & administration,35079.0,34517.0,-1.6,-562.0,1972.0,1742.0,-56.0,3658.0,High school diploma or equivalent,58380.0,43-6014.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9021,Data Entry Keyers,Office & administration,1890.0,1375.0,-27.25,-515.0,77.0,98.0,-52.0,123.0,High school diploma or equivalent,46880.0,43-9021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9022,Word Processors and Typists,Office & administration,351.0,230.0,-34.47,-121.0,18.0,15.0,-12.0,21.0,High school diploma or equivalent,54540.0,43-9022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9031,Desktop Publishers,Office & administration,162.0,166.0,2.47,4.0,7.0,10.0,0.0,17.0,Associate's degree,65980.0,43-9031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9041,Insurance Claims and Policy Processing Clerks,Office & administration,5127.0,4547.0,-11.31,-580.0,182.0,226.0,-58.0,350.0,High school diploma or equivalent,55540.0,43-9041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Servic",Office & administration,1366.0,1295.0,-5.2,-71.0,77.0,74.0,-7.0,144.0,High school diploma or equivalent,50660.0,43-9051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9061,"Office Clerks, General",Office & administration,49959.0,46783.0,-6.36,-3176.0,2831.0,2847.0,-318.0,5360.0,High school diploma or equivalent,51980.0,43-9061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9071,"Office Machine Operators, Except Computer",Office & administration,241.0,200.0,-17.01,-41.0,14.0,17.0,-4.0,27.0,High school diploma or equivalent,49080.0,43-9071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
43-9199,"Office and Administrative Support Workers, All Other",Office & administration,759.0,698.0,-8.04,-61.0,32.0,44.0,-6.0,70.0,High school diploma or equivalent,51280.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Wor",Farming & fishing,909.0,975.0,7.26,66.0,49.0,70.0,7.0,126.0,High school diploma or equivalent,63020.0,45-1011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
45-2041,"Graders and Sorters, Agricultural Products",Farming & fishing,204.0,219.0,7.35,15.0,14.0,16.0,2.0,32.0,No formal educational credential,38880.0,45-2041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
45-2091,Agricultural Equipment Operators,Farming & fishing,466.0,555.0,19.1,89.0,34.0,41.0,9.0,84.0,No formal educational credential,47670.0,45-2091.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Farming & fishing,5474.0,5685.0,3.85,211.0,375.0,449.0,21.0,845.0,No formal educational credential,41480.0,45-2092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Farming & fishing,1242.0,1266.0,1.93,24.0,84.0,101.0,2.0,187.0,No formal educational credential,42500.0,45-2093.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-1011,First-Line Supervisors of Construction Trades and Extraction,Construction,22288.0,24046.0,7.89,1758.0,732.0,969.0,176.0,1877.0,High school diploma or equivalent,100030.0,47-1011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-2021,Brickmasons and Blockmasons,Construction,1578.0,1662.0,5.32,84.0,46.0,70.0,8.0,124.0,High school diploma or equivalent,99860.0,47-2021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-2022,Stonemasons,Construction,761.0,750.0,-1.45,-11.0,21.0,32.0,-1.0,52.0,High school diploma or equivalent,75840.0,47-2022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-2031,Carpenters,Construction,25670.0,27289.0,6.31,1619.0,752.0,1132.0,162.0,2046.0,High school diploma or equivalent,79680.0,47-2031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction,1240.0,1380.0,11.29,140.0,37.0,51.0,14.0,102.0,No formal educational credential,87300.0,47-2042.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-2051,Cement Masons and Concrete Finishers,Construction,1672.0,1721.0,2.93,49.0,42.0,71.0,5.0,118.0,No formal educational credential,72720.0,47-2051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-2061,Construction Laborers,Construction,22428.0,24569.0,9.55,2141.0,755.0,1093.0,214.0,2062.0,No formal educational credential,70830.0,47-2061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Construction,1048.0,1111.0,6.01,63.0,36.0,51.0,6.0,93.0,High school diploma or equivalent,64620.0,47-2071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
